,Unnamed: 0,New Users,Users,Organic Searches,Pageviews,Avg. Session Duration,residuals,an-inconvenient-youth,arts,baseball,basketball,books,campus,campus-life,cartoon,column,culture,dbk-context,dbk-en-espanol,diversions,entretenimiento-y-cultura-dbk-en-espanol,fashion,field-hockey,food,football,gaming,guest-column,gymnastics,lacrosse,letters-to-the-editor,local,mens-basketball,mens-lacrosse,mens-soccer,movies,multimedia,music,nation,news,notes-from-the-newsroom,noticias-dbk-en-espanol,obscure-food,opinion,opinion-dbk-en-espanol,photo,podcasts,podcasts-diversions,quarantine-obsession,science-tech,sex-in-college-park-2022,soccer,softball,special-projects,sports,staff-editorial,state,tech,terps-watch,the-dive,track-field,tv,uncategorized,video,volleyball,womens-basketball,womens-lacrosse,womens-soccer,womens-tennis,world,wrestling,umd,student,dorm,covid,housing,college park,review,dot
basketball,0.022228977597529714,-0.006033570068495173,-0.0009397392221857935,-0.011073126723292352,0.000322301753548754,0.006384406118779058,0.013519974979279594,-0.003203097798674849,-0.013426320064707403,-0.0002986600900659716,1.0,-0.0073498163160043576,-0.06641505117648436,-0.014792722599778041,-0.008937522337410908,-0.03204199048252178,-0.020858860765318,-0.0029960966734242696,-0.005778876350277461,-0.05397829227856217,-0.0016011418466178368,-0.008937522337410827,0.002265464297374357,-0.008937522337410866,-0.015786220804657365,-0.006802873206803549,-0.009835408684312888,0.015417951608178694,0.0015397227201500519,-0.002531949288240155,-0.047552624422829995,0.47950228087880203,-0.00466885754760223,-0.0020765016558197775,-0.01827634325654154,-0.006512425381448596,-0.029424597612140408,-0.0035501027528023425,-0.08695572752746329,-0.001601141846617841,-0.005314890886996667,-0.002996096673424264,-0.03752137546578263,-0.0016011418466178402,0.003734245225922707,-0.003581475761691343,-0.001961073327906812,-0.001961073327906815,-0.008937522337410922,-0.0037564426835206785,-0.005449648051956521,0.017280898375394003,0.030560341777843624,0.2686842119318212,-0.005434572128270926,-0.01614740773339874,-0.007081557399922635,-0.0108394951410376,-0.0016011418466178383,0.01688494305671789,-0.019519879015464665,-0.06252349629293204,-0.004531400807232883,0.0033640650663124202,0.6742431650105715,0.005291151598763625,0.00415363979495318,-0.0037564426835206767,-0.005067119681428164,0.00851280299845988,-0.07053014954810909,-0.042366330678861246,-0.009152367417435208,-0.012724602124052421,-0.012146111312325375,-0.04347476477398685,-0.010391440645806709,-0.008567740430523111
books,-0.021982092514111578,0.010674890581304514,0.010579619416495892,0.013071140075291534,0.011664589384164729,-0.0071067147298158545,-0.013854594139883878,-0.0015557903463570967,-0.006521355405512196,-0.007942170011370916,-0.0073498163160043576,1.0,-0.034606968488577944,-0.00939695558171071,-0.004341082241899497,-0.016861977527470498,-0.010131446572787847,-0.0014552469435040298,-0.002806882775253543,0.1316336962079395,-0.0007776974618592547,-0.004341082241899467,-0.005873356419640284,-0.0043410822418995096,-0.012681971866255885,-0.0033042526728390567,-0.004777198463893683,-0.003654230761282189,-0.0074968086101642,-0.0012298039297268496,-0.02309698881238974,-0.006003175000219854,-0.009105671737244853,-0.00693610314770203,0.0009092584301545318,-0.0031631780159882433,-0.014291947292196136,-0.005466153386027622,-0.04436347510711163,-0.0007776974618592548,-0.002581518409257308,-0.0014552469435040378,-0.018224667931105578,-0.000777697461859253,-0.0036956799075108585,-0.0017395739268580967,-0.0009525213227388902,-0.0009525213227388942,-0.0043410822418994965,-0.001824557859607977,-0.007882823303050642,-0.00343961356550877,-0.005117944501070551,-0.02735485000461948,-0.002639649297390526,-0.007843026547833446,-0.0034396135655087655,-0.007882823303050636,-0.0007776974618592546,-0.0034835800792005897,-0.00948108401400741,-0.030368555088539334,-0.0022009660879802905,-0.005632442237330914,-0.006328740436346289,-0.005236507371128168,-0.0054661533860276175,-0.0018245578596079713,-0.0024611723961295816,-0.0046472689113123645,0.0008269995127370837,0.030247415339053386,-0.004445435565610807,-0.0061805209800418195,-0.005899539730979306,-0.021116314142358233,0.10014075698571442,-0.0041614738886261516
campus,0.05350813553034689,-0.02610125744569535,-0.01844263788703343,-0.03278553434192599,-0.017387483668111877,0.01514816248569044,0.0348160218013049,-0.015081942162717299,-0.05778699323611672,-0.07699196041319983,-0.06641505117648436,-0.034606968488577944,1.0,-0.08854999454281616,-0.04208275970424382,-0.1634612082622994,-0.09821496295643846,0.009960429194305155,-0.02721012106356418,-0.26134695708639755,-0.0075390544537812494,-0.042082759704243654,-0.052925181555625006,-0.04208275970424373,-0.106594649788786,-0.032031660190880516,-0.046310501348058634,-0.035424372647592225,-0.07267459534519209,-0.011921806677264045,0.10126551689514227,-0.050342241066346105,-0.0882710288152774,-0.0672390767517164,-0.086055053347158,-0.01956707301539219,-0.13854715255061306,0.05463254711232894,0.7735498767600686,-0.007539054453781279,-0.025025422886556892,-0.01410726727144862,-0.17667122585974512,-0.007539054453781277,-0.029487684328672756,-0.003437526734775766,-0.009233809383083567,-0.009233809383083639,0.0038507743542041326,-0.017687393533178965,-0.07641664920592219,-0.033343858302354215,0.014689065049088816,-0.2512493473283225,-0.0255889478465525,-0.018525023318632056,-0.0333438583023544,-0.07641664920592238,-0.0075390544537812625,-0.0337700728100793,-0.09191030210075908,-0.28327520794037475,-0.016027868558217685,-0.05460129525625296,-0.06135125947228173,-0.04627248023231735,-0.05298927931622999,-0.017687393533179076,0.023629523431364458,-0.045050955033320385,0.6794129720330752,0.2793875356004521,0.07830974746570472,0.08128126967802925,0.052646928545714955,0.15207812424193057,-0.13269326165003895,0.05826701841423921
campus-life,0.0025233151923865897,0.005818612164701542,0.005449048533808079,0.006783082703440787,0.005659348425749663,-0.0013927496271142264,-0.007269883381583655,-0.004095254417784664,0.054460868490777914,-0.02090590605734363,-0.014792722599778041,-0.00939695558171071,-0.08854999454281616,1.0,-0.011426884265436282,-0.04438521432122967,0.0034630983934761344,-0.003830597411988727,-0.00738846279158132,0.3420961767471277,-0.002047106780059707,0.03438541540247749,-0.015460237866288407,0.0038438822905349865,-0.03338232650248407,0.011320538243818472,-0.012574858276826122,-0.009618908295572265,-0.019733596272755397,-0.0032371713759604772,-0.06079742408284086,-0.010254120206115538,-0.023968552379929762,-0.018257670208809265,-0.019570593042377744,-0.008326326728114312,0.06237954148741642,-0.014388371064799146,-0.11101167343771653,-0.002047106780059711,-0.006795243777452379,-0.0038305974119887416,-0.047972178277283346,-0.002047106780059709,0.017139508201872232,-0.004579021733686405,0.03211676854449843,-0.0025072897284099823,-0.011426884265436294,-0.0048027220714919275,-0.02074968972009829,-0.009053978694883094,-0.006982137128203114,-0.0705472628146807,-0.006948259752255585,-0.020644934064557485,0.0005636845035410704,-0.020749689720098295,-0.0020471067800597077,-0.009169710264919232,-0.024956737445161973,-0.07993812256213441,-0.0057935287465311885,-0.014826087595514795,-0.01665892984337299,-0.013783881610776191,-0.014388371064799241,-0.004802722071491938,-0.006478461029006774,-0.01223284910093985,0.0671274713955684,0.021111947496255185,-0.004243516720213952,-0.005485032359278984,-0.009885798771023252,-0.03626262639732249,-0.02490001041792022,-0.002992571746169567
cartoon,0.06889976721353233,-0.009858285414574114,-0.001492186753641016,-0.011605991973704616,-0.0017798214617306023,-0.00704826412595018,0.01053179777127731,-0.001891871901970736,-0.0079300974474756,-0.009657836173344205,-0.008937522337410908,-0.004341082241899497,-0.04208275970424382,-0.011426884265436282,1.0,-0.02050449893237837,-0.012320039870574971,-0.0017696091310057359,-0.0034132250962103663,-0.03297850297420784,-0.0009456955301018317,-0.005278842060451227,-0.00714211783521798,-0.005278842060451238,-0.015421529187099088,-0.00401803675115566,-0.005809168031631314,-0.004443617044401009,-0.009116267880972343,-0.001495465957242414,-0.028086396252945612,-0.007299979802627262,-0.011072677336377299,-0.00843443892362119,-0.010794706390834559,-0.00384648717186871,-0.017379291219966703,-0.006646950874262791,-0.053946865157922214,-0.0009456955301018355,-0.0031391775597077497,-0.0017696091310057307,0.2381981530917323,-0.0009456955301018352,-0.004494020027871316,-0.002115356379045409,-0.001158284810506269,-0.0011582848105062653,-0.005278842060451253,-0.002218698525925886,-0.009585669399582927,-0.004182638279933033,-0.0062235219675278045,-0.033264039867288014,-0.003209865872020086,-0.009537275756338285,-0.004182638279933059,-0.00958566939958292,-0.0009456955301018326,-0.004236102432140905,-0.011529186106806994,-0.025323901575269245,-0.0026764183932560855,-0.006849161413830905,-0.0076958738267176715,-0.0063676967678177425,-0.006646950874262833,-0.0022186985259258886,-0.00299283442209691,-0.005651171120068123,-0.03991824415591233,-0.02121702285959091,-0.0054057377707048505,-0.007515636029662084,-0.007173957260844173,-0.02567785659080416,-0.01719159522074698,-0.00506043474245195
column,-0.06297979429599247,0.03314153577653891,0.04015407270225531,0.02643704016750908,0.03817643277846181,0.01148274313442076,-0.022652412593497886,0.0798143423603755,-0.030802716350168728,-0.03751373676985786,-0.03204199048252178,-0.016861977527470498,-0.1634612082622994,-0.04438521432122967,-0.02050449893237837,1.0,-0.04785448048647781,-0.006873656783422007,-0.013257920873508711,-0.12809772887357,-0.0036733459280027247,-0.020504498932378372,-0.027741983156554063,-0.020504498932378323,-0.058306235369343054,-0.01560717849309656,0.10794279141847897,-0.017260251376990516,-0.03541013405820557,-0.005808808025043314,-0.10909541815949889,-0.025097759738492494,-0.04300937554530875,-0.0327617196961217,-0.04192965865079968,-0.014940831948711028,-0.06750602768267697,-0.025818616193499653,-0.20954471195927787,-0.003673345928002724,-0.0121934435969981,-0.006873656783422026,0.9229060638568872,-0.0036733459280027156,-0.01745603066133355,-0.008216635792287532,-0.004499102149380427,-0.004499102149380429,-0.0205044989323784,-0.00861804559317089,-0.03723342083719745,-0.016246536866094664,-0.0241738998965048,-0.1274947256183321,0.009577089905954586,-0.0370454463922568,-0.016246536866094584,-0.037233420837197384,-0.003673345928002726,-0.01645420658595233,-0.04478258328456395,-0.1386286573516792,-0.01039595757150315,-0.026604058482776135,-0.02989292630023545,-0.024733915143175706,-0.025818616193499594,-0.008618045593170878,-0.011625005921739068,-0.021950729131725497,-0.04890378725221674,-0.005640497974957105,-0.0034814548975663235,0.005631300700028354,0.0384041695812981,-0.06467553748501707,-0.0667769639274936,0.02241529677205438
culture,-0.0737763631693101,0.082282138842165,0.07268386934379399,0.0983885064138191,0.071252627949812,-0.013033021872301206,-0.09390749464936378,-0.004415350373317991,0.05771474785514382,-0.02253996716638087,-0.020858860765318,-0.010131446572787847,-0.09821496295643846,0.0034630983934761344,-0.012320039870574971,-0.04785448048647781,1.0,-0.004130007073456657,-0.007965964654938722,0.372212612045344,-0.002207114079727402,0.07299533300442711,-0.016668651094802537,0.023228032160675868,-0.0359915777503022,-0.009377505977407708,-0.01355774257782011,-0.010370747699905057,-0.021276026537308583,-0.0034901972832919407,-0.06554951212680893,-0.0170370776759082,-0.025841998054876063,-0.01968473817457982,-0.018123575438229046,-0.008977134526170515,-0.006494675570564889,-0.015513004338999136,-0.12590403767096517,-0.002207114079727408,-0.007326378068054542,-0.004130007073456679,-0.04988047404465269,-0.0022071140797274014,-0.002149235211794458,-0.004936930226718433,-0.002703266148807423,-0.002703266148807431,-0.012320039870574919,-0.005178115576705903,-0.02237154054556367,-0.009761661702105065,-0.014524783635748145,-0.07763336972925997,-0.007491354177606373,-0.022258596909927434,-0.009761661702105028,-0.02237154054556363,0.03727681916169889,-0.009886439158847305,-0.0003497683733125277,-0.08491416916084517,-0.0062463663314140635,-0.015984933955608335,-0.017961036018564188,-0.014861266384723027,-0.015513004338999053,-0.005178115576705895,-0.006984834739138089,-0.01318900105693446,-0.03113042437418616,-0.04504899121570042,-0.01261619576836967,-0.007499206661180778,-0.016742959624718605,-0.055021783361793024,-0.021777094295064928,-0.01181030935866283
dbk-context,0.009210089710462941,-0.0031505886145110113,-0.0035201472521410883,-0.0030604003268998154,-0.0035746288594688115,-0.0050106155317045965,0.00270098745915891,-0.0006342060918061301,-0.0026583808896185183,-0.0032375651482640573,-0.0029960966734242696,-0.0014552469435040298,0.009960429194305155,-0.003830597411988727,-0.0017696091310057359,-0.006873656783422007,-0.004130007073456657,1.0,-0.0011442043969611528,-0.011055276767471497,-0.0003170224503887626,-0.0017696091310057268,-0.002394229035683683,-0.0017696091310057318,-0.0051697092943957575,-0.0013469534496650317,-0.0019473885891260543,-0.0014896193533383637,-0.0030560169632133254,-0.000501320210519463,-0.009415311671970964,-0.002447148591860372,-0.0037118577700842466,-0.0028274496496063606,-0.0036186744700813945,-0.0012894454396791446,-0.005826003521429824,-0.0022282358187159968,0.03280281673134204,-0.0003170224503887638,-0.0010523363286667998,-0.0005932203389830489,-0.007429147153480375,-0.000317022450388764,-0.0015065157822819774,-0.0007091240694119158,-0.00038828806649349445,-0.00038828806649349315,-0.0017696091310057292,-0.0007437671226882293,-0.0032133729143724627,-0.0014021322871764317,-0.002086291117376324,-0.011150996375568671,-0.0010760329427141283,-0.003197150070046456,-0.0014021322871764338,-0.0032133729143724744,-0.00031702245038876293,-0.001420054901803854,-0.0038648917270174966,-0.012379510312298359,-0.0008972070717139047,-0.002296022203136586,-0.0025798628636492095,-0.0021346223688387357,-0.002228235818716007,-0.0007437671226882264,-0.0010032781925053927,-0.0018944237960575772,0.02558825646781839,0.014213634606571419,-0.0018121479690650522,-0.002519442330553232,-0.0024049024632401337,-0.008607904719895807,-0.005763082799372036,-0.0016963931529969081
dbk-en-espanol,0.0010332017866005441,-0.004777544392978125,-0.005442623001471379,-0.004679456959443072,-0.004865716986963493,-0.0024863936592607197,0.006799654656113891,-0.0012232577865892386,-0.0051274895731212,-0.006244621154497833,-0.005778876350277461,-0.002806882775253543,-0.02721012106356418,-0.00738846279158132,-0.0034132250962103663,-0.013257920873508711,-0.007965964654938722,-0.0011442043969611528,1.0,-0.021323436598023958,0.27706802318775287,-0.003413225096210331,-0.004617993028791949,-0.003413225096210343,-0.009971344063824366,-0.0025980061004832627,0.018986737482533968,-0.0028731803376972173,-0.005894450706951328,-0.0009669472731585704,-0.01816026913759719,-0.004720064358588892,-0.007159437568687541,-0.0054535896844195905,-0.006979705461441537,-0.002487084553189144,-0.011237205483141069,-0.0042978250300922515,-0.03488128493148271,-0.0006114734405298037,0.9197100897895999,-0.001144204396961154,-0.007854546635033025,0.2770680231877533,-0.002905770198529325,-0.0013677597089861162,-0.0007489306818627072,-0.0007489306818627046,-0.0034132250962103554,-0.001434579288960167,-0.006197959132695695,-0.0027044351359542793,-0.004024041849163904,-0.02150806074062831,-0.0020754541667252734,-0.006166668483017598,-0.00270443513595426,-0.006197959132695687,-0.0006114734405298036,-0.0027390043054754836,-0.007454609724631427,-0.02387762050748317,-0.0017305345231411898,-0.004428571523445979,-0.004976043871328823,-0.004117263249038205,-0.0042978250300922645,-0.0014345792889601638,-0.0019351246810044073,-0.00365396783406452,-0.019265340857874142,-0.01617963207791281,-0.003495274079278821,0.01279470192095915,-0.004638579953983456,0.029405608241455484,-0.0111158438876133,-0.0032720059935256508
diversions,-0.18123252509186105,0.08366974355733736,0.0678106848882689,0.10545236104839821,0.06703953305836058,-0.017614609502990562,-0.0963352787377824,-0.011819088813698862,0.23003081677837184,-0.0603353870639992,-0.05397829227856217,0.1316336962079395,-0.26134695708639755,0.3420961767471277,-0.03297850297420784,-0.12809772887357,0.372212612045344,-0.011055276767471497,-0.021323436598023958,1.0,-0.005908042425783908,0.16006918399479145,-0.04461894324050769,0.1600691839947919,-0.09634289875308455,0.121838057788679,-0.03629160770770481,-0.027760602843740413,-0.056952048192293186,-0.009342622483107594,-0.17546410590722822,-0.043342773930494585,-0.06917432237761392,-0.05269245905505209,0.3226812688318653,-0.011242304072371668,0.5210207626738814,-0.04152548734476656,-0.33514149126777043,-0.0059080424257839026,-0.019611379788191424,0.053659474245684485,-0.1376434506226652,-0.005908042425783892,0.01940244469937686,-0.013215263089704048,0.03512241933516993,0.035122419335169866,-0.03297850297420779,0.008267669564643303,-0.059884539674387595,-0.026130190556035778,-0.02829440009840098,-0.20662127303391162,-0.020052990787561877,-0.05958221013139314,0.12682923428041185,-0.05814914999179929,0.02867612064869822,-0.02646419708292353,0.3481431388224087,-0.2262479683617208,-0.016720385063893162,-0.042788756979318165,-0.04807842230874468,-0.039780903537466286,-0.04152548734476647,-0.0138608723462855,-0.01869713049948624,-0.03530455381250666,-0.13928899055200003,-0.10004715531903526,-0.030729900322078462,-0.03375974651985287,-0.042516518508223744,-0.14609166611975138,0.46806858797260564,-0.025120695878480138
entretenimiento-y-cultura-dbk-en-espanol,-0.012252793297298606,-0.000729130921821706,-0.0011653462677249132,-0.00025562443977648,-0.001200453689038213,-0.002892358751452304,0.0019052958397176645,-0.0003389256167793068,-0.0014206633999405117,-0.0017301848388331345,-0.0016011418466178368,-0.0007776974618592547,-0.0075390544537812494,-0.002047106780059707,-0.0009456955301018317,-0.0036733459280027247,-0.002207114079727402,-0.0003170224503887626,0.27706802318775287,-0.005908042425783908,1.0,-0.0009456955301018325,-0.001279498199582211,-0.0009456955301018358,-0.0027627405882887724,-0.0007198244144906289,-0.0010407025211613536,-0.0007960663964276936,-0.0016331638051526609,-0.0002679101695008324,-0.005031629870511629,-0.0013077789011532069,-0.001983651214292396,-0.0015110153131392685,-0.0019338531946343845,-0.0006890916006529163,-0.0031134703093685027,-0.001190789885094514,-0.009664488662214766,-0.0001694197373994064,-0.0005623782928936225,-0.0003170224503887621,-0.003970205133108809,-0.00016941973739940708,-0.0008050960047444102,-0.0003789624787646433,-0.0002075047435283561,-0.00020750474352835573,-0.0009456955301018355,-0.00039747604769828864,-0.0017172562846944877,-0.0007493124969583534,-0.0011149333203726369,-0.00595919587200803,-0.0005750419831913574,-0.0017085866462439193,-0.0007493124969583586,-0.0017172562846944927,-0.0001694197373994067,-0.0007588905084208417,-0.0020654339800398568,-0.0066157251124357285,-0.00047947577938489477,-0.001227015557546758,-0.0013787026387246158,-0.0011407619893546083,-0.0011907898850945227,-0.0003974760476982875,-0.000536161169987728,-0.001012397644575897,-0.007632411290264474,-0.0044828586757324805,-0.0009684286796451801,-0.0013464133455275556,-0.001285202178248539,0.01611453990479237,-0.0030798448920047418,-0.0009065682324846358
fashion,-0.04111204647077841,0.02517718908841159,0.02102385586637439,0.03214812756986273,0.020380255846139207,0.009052144869064678,-0.028285842584988317,-0.0018918719019707286,0.0029344489162218246,-0.009657836173344205,-0.008937522337410827,-0.004341082241899467,-0.042082759704243654,0.03438541540247749,-0.005278842060451227,-0.020504498932378372,0.07299533300442711,-0.0017696091310057268,-0.003413225096210331,0.16006918399479145,-0.0009456955301018325,1.0,-0.007142117835217968,-0.005278842060451235,-0.01542152918709904,0.05974669432531584,-0.005809168031631323,-0.0044436170444010015,-0.009116267880972322,-0.001495465957242421,-0.02808639625294554,-0.0072999798026271495,-0.011072677336377254,-0.008434438923621135,-0.0027331568426635206,-0.0038464871718687076,-0.012199895706963832,-0.00664695087426275,-0.05149848637582714,-0.0009456955301018336,-0.0031391775597077527,-0.0017696091310057313,-0.02216155747613324,-0.0009456955301018307,0.014524221717317454,-0.002115356379045391,-0.001158284810506271,-0.0011582848105062657,-0.005278842060451251,-0.0022186985259258774,-0.00958566939958291,-0.004182638279933031,-0.0062235219675277655,-0.033264039867287785,-0.0032098658720201042,-0.009537275756338257,-0.004182638279933007,-0.00958566939958287,-0.0009456955301018335,-0.004236102432140899,-0.003958268400295904,-0.0369287649907241,-0.0026764183932560504,-0.006849161413830922,-0.00769587382671768,-0.0063676967678177486,-0.006646950874262815,-0.002218698525925892,-0.002992834422096911,-0.005651171120068139,-0.02380446169776178,-0.013604722423436416,-0.005405737770704845,-0.007515636029662104,-0.007173957260844203,-0.021947898509462212,-0.01719159522074693,-0.005060434742451908
field-hockey,0.005372829092990385,-0.010940426233557128,-0.00800202068008535,-0.011756746190909927,-0.00812642052964706,-0.0016756541021271634,0.012155837967186178,-0.002559646963913527,-0.010729188289029962,0.013573306107111192,0.002265464297374357,-0.005873356419640284,-0.052925181555625006,-0.015460237866288407,-0.00714211783521798,-0.027741983156554063,-0.016668651094802537,-0.002394229035683683,-0.004617993028791949,-0.04461894324050769,-0.001279498199582211,-0.007142117835217968,1.0,-0.007142117835217938,-0.003732439048716319,-0.00543628538500679,-0.007859633255052458,0.022541683639226564,0.0017505881872683423,-0.0020233213956527035,-0.038000066929074684,0.02510570235453712,0.00838192349568688,0.0037776911215726323,-0.014604919820868941,-0.005204183856713535,-0.0235136691653475,-0.00899312876673412,-0.06935347136550453,-0.0012794981995822138,-0.004247214783158,-0.0023942290356836877,-0.029983934562529676,-0.0012794981995822156,-0.006080276739733143,-0.0028620148793258144,-0.0015671252347852463,-0.0015671252347852526,-0.00714211783521798,-0.003001833760419924,0.00044772072039198893,0.05498603514272118,-0.008420241926759175,0.21470987479911033,-0.004342853987802879,-0.012903653206270195,-0.00565898640559474,-0.01296912838028951,-0.0012794981995822119,0.0541533833338178,-0.015598649244666817,-0.049963531405650616,-0.003621115260142065,0.00935345112053207,0.022807439277797232,0.05139703607426253,0.010183658545678704,-0.0030018337604199017,-0.004049216828071827,0.03736211620992735,-0.055648142485876906,-0.03385561619104084,-0.007313803993855874,-0.010168434197455056,-0.009706152886375084,-0.034741383702560344,-0.023259722006429874,-0.006846619166502044
food,-0.036479785529103394,0.022738298622731152,0.020528479339375575,0.02491855881582389,0.01970411675874618,0.005374411654132221,-0.019867966187976167,-0.0018918719019707317,-0.007930097447475607,-0.009657836173344191,-0.008937522337410866,-0.0043410822418995096,-0.04208275970424373,0.0038438822905349865,-0.005278842060451238,-0.020504498932378323,0.023228032160675868,-0.0017696091310057318,-0.003413225096210343,0.1600691839947919,-0.0009456955301018358,-0.005278842060451235,-0.007142117835217938,1.0,-0.015421529187099093,-0.004018036751155641,-0.005809168031631322,-0.004443617044400973,-0.00911626788097229,-0.0014954659572424202,-0.028086396252945563,-0.007299979802627188,-0.011072677336377259,-0.008434438923621185,-0.0027331568426635605,-0.003846487171868714,-0.017379291219966696,-0.006646950874262766,-0.053946865157922165,-0.0009456955301018356,-0.0031391775597077436,0.335226761994555,-0.022161557476133287,-0.0009456955301018326,-0.004494020027871291,-0.00211535637904539,-0.0011582848105062722,0.21942024353864828,-0.005278842060451222,-0.0022186985259259194,-0.00958566939958289,-0.004182638279933035,0.00755763404721353,-0.03326403986728798,-0.0032098658720200986,-0.0095372757563383,-0.0041826382799330574,-0.009585669399582858,-0.0009456955301018359,-0.004236102432140948,0.003612649306215269,-0.03692876499072427,-0.0026764183932560695,-0.006849161413830932,-0.007695873826717655,-0.006367696767817699,-0.006646950874262793,-0.0022186985259258917,-0.0029928344220968906,-0.005651171120068125,-0.03991824415591239,-0.013604722423436511,-0.005405737770704852,-0.007515636029662075,-0.007173957260844202,-0.010758024265436908,0.024647251480553554,-0.005060434742451907
football,0.05065962897899558,-0.017593639153430783,-0.015237546927028911,-0.02406063206589011,-0.014839835080706252,0.003474325770072065,0.015853672719611245,-0.005526885900428029,-0.02316686649123401,-0.015444090971696064,-0.015786220804657365,-0.012681971866255885,-0.106594649788786,-0.03338232650248407,-0.015421529187099088,-0.058306235369343054,-0.0359915777503022,-0.0051697092943957575,-0.009971344063824366,-0.09634289875308455,-0.0027627405882887724,-0.01542152918709904,-0.003732439048716319,-0.015421529187099093,1.0,-0.011738231665807194,-0.01697081544146592,0.0007059959751645253,-0.016504730723165634,-0.004368831581590383,-0.08205117232437277,-0.00036465408600201476,0.11044270657329112,-0.010078038753830431,-0.03153549164117046,-0.0033382732590059193,-0.05077159796231929,-0.01941830154014785,-0.1401746146144338,-0.0027627405882887797,-0.009170745744262954,-0.005169709294395779,-0.06474243812108836,-0.002762740588288777,0.0004063869135695183,-0.006179770064531229,-0.003383795689971649,-0.0033837956899716603,-0.015421529187099168,-0.006481672246131749,-0.018356193706398603,0.016851654491247266,-0.01818130274967506,0.4437782726939931,-0.0093772535084711,-0.024630547363086012,-0.01221909607720898,0.09097914301644114,-0.002762740588288775,0.02350757192712457,-0.0336811895513356,-0.10685074687572146,-0.00781884812915949,-0.002157540793807689,-0.0025773791506315293,0.0005758204502808858,-0.010225731623764231,-0.0064816722461317425,-0.008743221120083463,0.00506574684161791,-0.11872828060411686,-0.06903910305075346,-0.015792240391750412,-0.017881640642184737,-0.02095789001038098,-0.07501490106021093,-0.048362239903887445,-0.014783477358567198
gaming,-0.03206861791434172,0.002068614629001054,3.5040698923762605e-05,0.004377445848252366,-0.0004821447855103483,-0.008671744248531402,0.0009105889980865698,-0.0014400148258929793,-0.006036062950797709,-0.007351146375805788,-0.006802873206803549,-0.0033042526728390567,-0.032031660190880516,0.011320538243818472,-0.00401803675115566,-0.01560717849309656,-0.009377505977407708,-0.0013469534496650317,-0.0025980061004832627,0.121838057788679,-0.0007198244144906289,0.05974669432531584,-0.00543628538500679,-0.004018036751155641,-0.011738231665807194,1.0,-0.004421698997135336,-0.003382297933524185,-0.006938926938836228,-0.0011382869779946701,-0.021378205875363866,-0.0055564434006087305,-0.008428065087336418,-0.00641994687137704,-0.008216485073736075,-0.002927787314420252,-0.013228399340459489,-0.005059384726814718,-0.041062127703748834,-0.0007198244144906272,-0.0023894124239493865,-0.0013469534496650252,-0.01686846308001491,-0.0007198244144906253,-0.0034206626047214614,-0.001610121988015949,-0.0008816386024858147,-0.0008816386024858108,-0.004018036751155645,-0.0016887817659282226,-0.007296216005496453,-0.0031836516669954806,-0.004737088115307908,-0.025319214545176924,-0.0024432174504108043,-0.007259380761165835,0.02358940761520924,-0.007296216005496474,-0.0007198244144906278,-0.003224346373520224,-0.008775540726085662,-0.02430549322336999,-0.0020371792416635907,-0.005213299045551912,-0.005857781595641317,-0.004846828024083676,-0.005059384726814681,-0.0016887817659282246,-0.002278022066278878,-0.004301438267611714,-0.02538720881993037,0.0009110863562592039,-0.004114624529597239,-0.005720592021825037,-0.005460520241976706,-0.019544924870121147,0.03490462542914701,-0.003851794113017774
guest-column,0.016049511148913474,-0.0036416781862869483,-0.0016942736538168705,-0.0048331423790234,-0.00230996017772698,0.001720369501964349,0.004532635187955209,-0.0020819341906832033,-0.008726775313989708,-0.01062808709001763,-0.009835408684312888,-0.004777198463893683,-0.046310501348058634,-0.012574858276826122,-0.005809168031631314,0.10794279141847897,-0.01355774257782011,-0.0019473885891260543,0.018986737482533968,-0.03629160770770481,-0.0010407025211613536,-0.005809168031631323,-0.007859633255052458,-0.005809168031631322,-0.01697081544146592,-0.004421698997135336,1.0,-0.004890034174831872,-0.010032111462225693,-0.00164570429115339,-0.03090802743630377,-0.008033354439354342,-0.01218506681398101,-0.009281784224409773,-0.011879170196488516,-0.004232915108467887,-0.019125259254074264,-0.007314720555077709,-0.05936650517165461,-0.0010407025211613564,-0.0034545473641069352,-0.0019473885891260574,0.2621281486144387,0.0808764619278532,-0.0049455007709000055,-0.0023278704897656305,-0.001274649064257475,-0.0012746490642574822,-0.005809168031631349,-0.0024415946529634473,-0.01054867025763668,-0.004602836816373236,-0.0068487528976813655,-0.03660583036716974,-0.003532337205021375,-0.010495414865251178,-0.004602836816373234,-0.010548670257636733,-0.0010407025211613549,-0.004661672114017585,-0.012687437622762733,-0.0406387231470616,-0.002945298228536931,-0.007537245682495045,-0.008469020989390052,-0.007007411867057632,-0.0073147205550777505,-0.002441594652963428,-0.0032935022206981887,-0.0062189022206077926,0.03129715718012368,0.06248831619126839,-0.005948812009404241,0.1375561195259997,-0.007894671350789209,-0.024864318242926068,-0.01891870683484177,0.00981154254424452
